node_count,graph_type,dataset_idx,true_shifted_nodes,true_function_shifts,true_noise_shifts,nodes_with_parents,fans_shifted_nodes,fans_function_shifts,fans_noise_shifts,fans_error,splitkci_shifted_nodes,splitkci_function_shifts,splitkci_noise_shifts,splitkci_error,prediter_shifted_nodes,prediter_function_shifts,prediter_noise_shifts,prediter_error,iscan_shifted_nodes,iscan_function_shifts,iscan_noise_shifts,iscan_error,linearccp_shifted_nodes,linearccp_function_shifts,linearccp_noise_shifts,linearccp_error,gpr_shifted_nodes,gpr_function_shifts,gpr_noise_shifts,gpr_error,fans_f1_shifted,fans_f1_function,fans_f1_noise,fans_f1_macro,gpr_f1_shifted,gpr_f1_function,gpr_f1_noise,gpr_f1_macro,iscan_f1_shifted,iscan_f1_function,iscan_f1_noise,iscan_f1_macro,linearccp_f1_shifted,linearccp_f1_function,linearccp_f1_noise,linearccp_f1_macro,splitkci_f1_shifted,splitkci_f1_function,splitkci_f1_noise,prediter_f1_shifted,prediter_f1_function,prediter_f1_noise
40,ER,21,"[7, 20, 23, 24, 25, 33, 35, 38]","[7, 20, 23, 24, 25, 33, 35, 38]",[],"[7, 8, 9, 10, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[7, 20, 23, 24, 25, 28, 30, 33, 35, 36, 37, 38]","[7, 20, 23, 24, 25, 33, 35, 38]",[],,"[7, 9, 10, 19, 20, 21, 22, 24, 28, 29, 31, 32, 35, 36, 39]",[],[],,"[7, 23, 24, 25, 28, 33]",[],[],,"[9, 24, 25, 31, 33, 39]","[7, 20, 23, 24, 25, 33, 35, 38]",[],,"[7, 9, 10, 20, 23, 24, 25, 28, 30, 31, 33, 34, 35, 37, 38, 39]","[7, 20, 23, 25, 33, 35, 38]",[24],,"[7, 20, 23, 24, 25, 33, 35, 38]","[7, 20, 25]","[23, 24, 33, 35, 38]",,0.8,1.0,0.0,1.0,1.0,0.5454545454545454,0.0,0.5454545454545454,0.42857142857142855,1.0,0.0,1.0,0.6666666666666666,0.9333333333333333,0.0,0.9333333333333333,0.3478260869565218,,,0.7142857142857143,,
40,ER,22,"[9, 12, 26, 30, 32, 33, 35, 36]","[9, 12, 26, 30, 32, 33, 35, 36]",[],"[1, 5, 8, 9, 12, 14, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39]","[9, 12, 14, 26, 30, 31, 32, 33, 35, 36, 39]","[9, 12, 26, 30, 32, 33, 35, 36]",[],,"[1, 8, 9, 12, 21, 22, 26, 28, 29, 32, 33, 34, 36]",[],[],,"[12, 26, 30, 33, 36]",[],[],,"[8, 12, 14, 20, 21, 23, 26, 30, 31, 32, 33, 34, 38, 39]","[9, 12, 26, 30, 32, 33, 35]",[36],,"[9, 12, 23, 26, 27, 30, 32, 33, 34, 35, 36, 39]","[9, 12, 30, 32, 33]","[26, 35, 36]",,"[9, 12, 26, 30, 32, 33, 35, 36]","[30, 32, 35, 36]","[9, 12, 26, 33]",,0.8421052631578948,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.45454545454545453,0.9333333333333333,0.0,0.9333333333333333,0.8,0.7692307692307693,0.0,0.7692307692307693,0.5714285714285714,,,0.7692307692307693,,
40,ER,23,"[2, 3, 5, 9, 17, 23, 34, 35]","[2, 3, 5, 9, 17, 23, 34, 35]",[],"[2, 3, 5, 8, 9, 14, 17, 19, 21, 23, 25, 28, 29, 30, 31, 34, 35, 36, 37, 38]","[2, 3, 5, 9, 17, 19, 23, 34, 35, 36, 37, 38]","[2, 3, 9, 17, 23, 34, 35]",[5],,"[3, 14, 25, 29, 30, 31, 35, 36, 37]",[],[],,"[2, 5, 9, 23]",[],[],,"[5, 34]","[2, 3, 5, 9, 17, 23, 34, 35]",[],,"[2, 3, 5, 9, 17, 19, 21, 23, 29, 30, 34, 35, 36, 37, 38]","[2, 3, 5, 9, 17, 34]","[23, 35]",,"[2, 3, 5, 9, 17, 23, 34, 35]","[2, 9, 17, 23, 35]","[3, 5, 34]",,0.8,0.9333333333333333,0.0,0.9333333333333333,1.0,0.7692307692307693,0.0,0.7692307692307693,0.4,1.0,0.0,1.0,0.6956521739130436,0.8571428571428571,0.0,0.8571428571428571,0.23529411764705882,,,0.6666666666666666,,
40,ER,24,"[9, 12, 18, 21, 30, 33, 34, 37]","[9, 12, 18, 21, 30, 33, 34, 37]",[],"[9, 10, 12, 14, 16, 17, 18, 19, 21, 22, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[9, 12, 16, 18, 19, 21, 25, 28, 33, 34, 37, 38]","[9, 12, 18, 30, 33, 34, 37]",[21],,"[12, 14, 17, 18, 19, 28, 30, 31, 33, 34, 35]",[],[],,"[9, 12, 18, 37]",[],[],,"[9, 16, 21]","[9, 12, 18, 21, 30, 33, 34, 37]",[],,"[9, 12, 14, 18, 19, 21, 26, 30, 31, 33, 34, 37, 38]","[12, 18, 21, 33, 37]","[9, 30, 34]",,"[9, 12, 18, 21, 30, 33, 34, 37]","[18, 30, 37]","[9, 12, 21, 33, 34]",,0.7000000000000001,0.9333333333333333,0.0,0.9333333333333333,1.0,0.5454545454545454,0.0,0.5454545454545454,0.36363636363636365,1.0,0.0,1.0,0.761904761904762,0.7692307692307693,0.0,0.7692307692307693,0.5263157894736842,,,0.6666666666666666,,
40,ER,25,"[14, 17, 21, 25, 28, 29, 31, 32]","[14, 17, 21, 25, 28, 29, 31, 32]",[],"[2, 5, 6, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[14, 17, 21, 25, 28, 29, 31, 35, 36, 39]","[14, 17, 21, 28, 29, 31, 32]",[25],,"[5, 6, 16, 17, 20, 30, 32, 34, 38]",[],[],,"[14, 17, 21, 25]",[],[],,"[2, 13, 14, 25, 28, 34, 35]","[14, 17, 21, 25, 28, 29, 31, 32]",[],,"[14, 16, 17, 20, 21, 25, 28, 29, 30, 31, 32, 33, 34, 38, 39]","[14, 21, 28, 29, 31, 32]","[17, 25]",,"[14, 17, 21, 25, 28, 29, 31, 32]","[17, 21, 29, 31]","[14, 25, 28, 32]",,0.7777777777777777,0.9333333333333333,0.0,0.9333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,0.39999999999999997,1.0,0.0,1.0,0.6956521739130436,0.8571428571428571,0.0,0.8571428571428571,0.23529411764705882,,,0.6666666666666666,,
40,ER,26,"[14, 20, 22, 23, 27, 29, 32, 38]",[],"[14, 20, 22, 23, 27, 29, 32, 38]","[6, 13, 14, 16, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 34, 36, 37, 38, 39]","[14, 23, 27, 29, 32, 37, 38]","[14, 20, 22, 23, 27, 29, 32, 38]",[],,"[6, 14, 22, 25, 28, 29, 32, 37, 38]",[],[],,"[14, 20, 23, 27, 29, 32, 38]",[],[],,"[6, 13, 16, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 34, 36, 37, 38, 39]","[14, 20, 23, 27, 32]","[22, 29, 38]",,"[14, 20, 22, 23, 24, 25, 27, 28, 29, 31, 32, 36, 37, 38, 39]",[29],"[14, 20, 22, 23, 27, 32, 38]",,"[14, 20, 22, 23, 27, 29, 32, 38]",[22],"[14, 20, 23, 27, 29, 32, 38]",,0.7999999999999999,0.0,0.0,0.0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.5185185185185185,0.0,0.5454545454545454,0.5454545454545454,0.6956521739130436,0.0,0.9333333333333333,0.9333333333333333,0.5882352941176471,,,0.9333333333333333,,
40,ER,27,"[3, 6, 7, 13, 17, 24, 25, 26]",[],"[3, 6, 7, 13, 17, 24, 25, 26]","[3, 4, 5, 6, 7, 8, 11, 12, 13, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39]","[3, 5, 6, 7, 13, 17, 24, 25, 26, 31, 38]","[3, 6, 7, 13, 17, 24, 25, 26]",[],,"[3, 4, 5, 8, 12, 13, 17, 24, 25, 26, 27, 28, 30, 36, 37, 38]",[],[],,"[3, 6, 7, 13, 17, 24, 25, 26]",[],[],,"[4, 5, 6, 7, 11, 13, 17, 20, 21, 22, 24, 25, 26, 30, 34, 36, 37]","[3, 6, 7, 13, 17, 25, 26]",[24],,"[3, 4, 5, 6, 7, 8, 11, 13, 17, 20, 21, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 39]","[7, 13, 17, 24, 25, 26]","[3, 6]",,"[3, 6, 7, 13, 17, 24, 25, 26]",[25],"[3, 6, 7, 13, 17, 24, 26]",,0.8421052631578948,0.0,0.0,0.0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.56,0.0,0.2222222222222222,0.2222222222222222,0.5333333333333333,0.0,0.4,0.4,0.5,,,1.0,,
40,ER,28,"[7, 14, 17, 19, 26, 33, 36, 39]",[],"[7, 14, 17, 19, 26, 33, 36, 39]","[7, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39]","[7, 17, 19, 26, 33, 36, 39]","[7, 14, 17, 19, 26, 33, 36, 39]",[],,"[10, 11, 12, 13, 16, 17, 22, 29, 30, 37, 38]",[],[],,"[7, 14, 17, 19, 26, 33, 36, 39]",[],[],,"[7, 14, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39]","[14, 17, 26, 33, 36]","[7, 19, 39]",,"[7, 14, 17, 19, 22, 26, 33, 34, 36, 38, 39]",[17],"[7, 14, 19, 26, 33, 36, 39]",,"[7, 14, 17, 19, 26, 33, 36, 39]",[],"[7, 14, 17, 19, 26, 33, 36, 39]",,0.9333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5333333333333333,0.0,0.5454545454545454,0.5454545454545454,0.8421052631578948,0.0,0.9333333333333333,0.9333333333333333,0.10526315789473685,,,1.0,,
40,ER,29,"[8, 17, 18, 20, 21, 26, 27, 33]",[],"[8, 17, 18, 20, 21, 26, 27, 33]","[6, 8, 13, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]","[8, 17, 18, 20, 21, 26, 27, 31, 33, 34, 36]","[8, 17, 18, 20, 21, 26, 27, 33]",[],,"[6, 8, 13, 17, 18, 20, 22, 23, 28, 29, 30, 31, 34, 35, 39]",[],[],,"[8, 17, 18, 20, 21, 26, 27, 33]",[],[],,"[6, 8, 13, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 39]","[8, 18, 20, 21, 27, 33]","[17, 26]",,"[8, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 31, 32, 33, 34]","[21, 33]","[8, 17, 18, 20, 26, 27]",,"[8, 17, 18, 20, 21, 26, 27, 33]",[8],"[17, 18, 20, 21, 26, 27, 33]",,0.8421052631578948,0.0,0.0,0.0,1.0,0.0,0.9333333333333333,0.9333333333333333,0.5161290322580645,0.0,0.4,0.4,0.6956521739130436,0.0,0.8571428571428571,0.8571428571428571,0.3478260869565218,,,1.0,,
40,ER,30,"[13, 15, 17, 26, 33, 34, 36, 37]",[],"[13, 15, 17, 26, 33, 34, 36, 37]","[6, 8, 9, 11, 12, 13, 15, 16, 17, 18, 20, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39]","[13, 15, 17, 18, 31, 33, 34, 35, 36, 37, 39]","[13, 15, 17, 26, 33, 34, 36, 37]",[],,"[6, 9, 11, 12, 16, 20, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 38, 39]",[],[],,"[13, 26, 36]",[],[],,"[6, 11, 12, 13, 15, 16, 17, 20, 26, 28, 29, 31, 33, 34, 35, 36, 38, 39]","[17, 26, 33, 34, 37]","[13, 15, 36]",,"[13, 15, 17, 25, 26, 31, 33, 34, 35, 36, 37]",[33],"[13, 15, 17, 26, 34, 36, 37]",,"[13, 15, 17, 26, 33, 34, 36, 37]",[],"[13, 15, 17, 26, 33, 34, 36, 37]",,0.7368421052631579,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5384615384615385,0.0,0.5454545454545454,0.5454545454545454,0.8421052631578948,0.0,0.9333333333333333,0.9333333333333333,0.2962962962962963,,,0.5454545454545454,,
40,SF,1,"[2, 15, 17, 18, 19, 23, 27, 30]","[2, 15, 17, 18]","[19, 23, 27, 30]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[2, 15, 17, 18, 19, 23, 27, 30]","[2, 15, 17, 18, 19, 23, 27, 30]",[],,"[1, 2, 3, 5, 7, 8, 9, 11, 19, 21, 22, 24, 29, 30, 31, 32, 34, 35, 38]",[],[],,"[15, 18, 19, 23, 27, 30, 34]",[],[],,"[6, 14, 18, 19, 23, 27, 30, 33, 37, 38]","[2, 15, 17, 18, 19, 23, 27]",[30],,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 23, 25, 27, 28, 30, 33, 34, 36, 37, 39]","[2, 15, 17, 18, 19, 23, 27]",[30],,"[2, 15, 17, 18, 19, 23, 27, 30]","[2, 15, 18]","[17, 19, 23, 27, 30]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8571428571428571,0.888888888888889,0.873015873015873,0.5555555555555556,0.7272727272727273,0.4,0.5636363636363637,0.45714285714285713,0.7272727272727273,0.4,0.5636363636363637,0.22222222222222218,,,0.7999999999999999,,
40,SF,2,"[1, 8, 10, 13, 15, 25, 32, 33]","[8, 13, 15, 32]","[1, 10, 25, 33]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[1, 8, 10, 13, 15, 25, 32, 33]","[1, 8, 13, 15, 25, 32, 33]",[10],,"[1, 4, 5, 7, 10, 11, 12, 13, 15, 16, 19, 20, 22, 23, 26, 27, 28, 29, 33, 35, 36, 37, 38]",[],[],,"[1, 10, 13, 25, 33]",[],[],,"[2, 3, 4, 10, 14, 23, 25, 27, 33, 36]","[8, 10, 13, 15, 32]","[1, 25, 33]",,"[1, 2, 3, 7, 8, 10, 13, 14, 15, 22, 25, 27, 32, 33, 36, 37, 38]","[8, 10, 13, 15, 32]","[1, 25, 33]",,"[1, 8, 10, 13, 15, 25, 32, 33]","[13, 15, 25, 32]","[1, 8, 10, 33]",,1.0,0.7272727272727273,0.4,0.5636363636363637,1.0,0.75,0.75,0.75,0.33333333333333326,0.888888888888889,0.8571428571428571,0.873015873015873,0.6399999999999999,0.888888888888889,0.8571428571428571,0.873015873015873,0.3225806451612903,,,0.7692307692307693,,
40,SF,3,"[2, 9, 16, 19, 20, 21, 28, 35]","[2, 16, 19, 21]","[9, 20, 28, 35]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[2, 5, 9, 12, 16, 18, 19, 20, 21, 28, 35]","[2, 9, 16, 19, 20, 21, 28, 35]",[],,"[1, 2, 3, 4, 5, 6, 7, 8, 15, 16, 17, 19, 21, 23, 25, 32, 35, 36, 39]",[],[],,"[2, 9, 20, 28, 35]",[],[],,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[2, 16, 19, 20, 21, 28, 35]",[9],,"[1, 2, 4, 7, 8, 9, 10, 12, 16, 17, 19, 20, 21, 22, 28, 35]","[2, 16, 19, 21]","[9, 20, 28, 35]",,"[2, 9, 16, 19, 20, 21, 28, 35]","[2, 19, 21]","[9, 16, 20, 28, 35]",,0.8421052631578948,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8571428571428571,0.888888888888889,0.873015873015873,0.24390243902439024,0.7272727272727273,0.4,0.5636363636363637,0.6666666666666666,1.0,1.0,1.0,0.37037037037037035,,,0.7692307692307693,,
40,SF,4,"[9, 15, 19, 24, 25, 30, 37, 39]","[9, 19, 30, 37]","[15, 24, 25, 39]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[9, 15, 19, 24, 25, 30, 37, 39]","[9, 15, 19, 24, 25, 30, 37, 39]",[],,"[1, 4, 5, 6, 8, 10, 12, 16, 17, 18, 21, 26, 27, 30, 32, 33, 35, 38]",[],[],,"[15, 24, 25, 39]",[],[],,"[2, 6, 11, 15, 22, 24, 25, 27, 32, 39]","[9, 15, 19, 25, 30, 37]","[24, 39]",,"[2, 6, 9, 10, 12, 15, 19, 20, 24, 25, 30, 32, 33, 34, 37, 39]","[9, 19, 24, 25, 30, 37]","[15, 39]",,"[9, 15, 19, 24, 25, 30, 37, 39]","[9, 19, 30, 37]","[15, 24, 25, 39]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.4444444444444445,0.8,0.6666666666666666,0.7333333333333334,0.6666666666666666,0.8,0.6666666666666666,0.7333333333333334,0.07692307692307691,,,0.6666666666666666,,
40,SF,5,"[6, 9, 11, 12, 14, 23, 28, 34]","[6, 9, 11, 12]","[14, 23, 28, 34]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[6, 9, 11, 12, 14, 23, 28, 30, 34, 37]","[6, 9, 11, 12, 14, 23, 28, 34]",[],,"[3, 5, 6, 7, 9, 12, 13, 14, 16, 18, 20, 21, 22, 24, 27, 28, 30, 31, 32, 33, 34, 35, 37, 38]",[],[],,"[14, 23, 28, 30, 34]",[],[],,"[3, 4, 7, 14, 23, 24, 28, 30, 34, 37]","[6, 9, 11, 12, 14, 23]","[28, 34]",,"[1, 2, 5, 6, 9, 11, 12, 13, 14, 16, 18, 19, 22, 23, 26, 28, 29, 30, 31, 33, 34, 39]","[6, 9, 11, 12, 14, 23]","[28, 34]",,"[6, 9, 11, 12, 14, 23, 28, 34]","[6, 34]","[9, 11, 12, 14, 23, 28]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6,0.4666666666666667,0.4444444444444445,0.8,0.6666666666666666,0.7333333333333334,0.5333333333333333,0.8,0.6666666666666666,0.7333333333333334,0.375,,,0.6153846153846154,,
40,SF,6,"[3, 5, 6, 16, 20, 30, 35, 36]","[6, 16, 20, 36]","[3, 5, 30, 35]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[3, 5, 6, 16, 20, 24, 30, 35, 36]","[3, 5, 6, 16, 20, 30, 35, 36]",[],,"[4, 5, 6, 10, 11, 13, 14, 16, 18, 23, 24, 25, 26, 27, 28, 30, 32, 34, 35]",[],[],,"[3, 5, 6, 16, 24, 30, 35]",[],[],,"[7, 14, 30, 35]","[6, 16, 20, 30, 35, 36]","[3, 5]",,"[3, 5, 6, 7, 8, 9, 10, 11, 14, 16, 20, 21, 24, 26, 30, 35, 36, 37]","[6, 16, 20, 30, 35, 36]","[3, 5]",,"[3, 5, 6, 16, 20, 30, 35, 36]","[3, 6]","[5, 16, 20, 30, 35, 36]",,0.9411764705882353,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6,0.4666666666666667,0.3333333333333333,0.8,0.6666666666666666,0.7333333333333334,0.6153846153846153,0.8,0.6666666666666666,0.7333333333333334,0.37037037037037035,,,0.7999999999999999,,
40,SF,7,"[12, 15, 19, 24, 25, 31, 33, 39]","[12, 25, 31, 33]","[15, 19, 24, 39]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[12, 15, 19, 24, 25, 31, 33, 39]","[12, 15, 19, 24, 25, 31, 33, 39]",[],,"[1, 2, 4, 5, 9, 10, 11, 12, 14, 17, 18, 19, 21, 23, 25, 28, 30, 31, 33, 34, 37, 38, 39]",[],[],,"[15, 19, 24, 25, 39]",[],[],,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39]","[12, 25, 31, 33, 39]","[15, 19, 24]",,"[3, 8, 12, 13, 14, 15, 18, 19, 20, 23, 24, 25, 26, 29, 30, 31, 32, 33, 34, 36, 39]","[12, 15, 24, 31]","[19, 25, 33, 39]",,"[12, 15, 19, 24, 25, 31, 33, 39]","[12, 39]","[15, 19, 24, 25, 31, 33]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6,0.4666666666666667,0.24390243902439024,0.888888888888889,0.8571428571428571,0.873015873015873,0.5517241379310345,0.5,0.5,0.5,0.3870967741935483,,,0.7692307692307693,,
40,SF,8,"[4, 5, 7, 10, 12, 17, 21, 35]","[7, 12, 21, 35]","[4, 5, 10, 17]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[4, 5, 7, 10, 12, 17, 21, 35]","[4, 5, 7, 10, 12, 17, 21, 35]",[],,"[1, 2, 3, 5, 6, 9, 10, 13, 16, 17, 22, 23, 24, 28, 30, 33, 37]",[],[],,"[4, 5, 10, 11, 12, 17]",[],[],,"[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39]","[5, 7, 10, 12, 21, 35]","[4, 17]",,"[3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 23, 27, 28, 29, 30, 35, 38, 39]","[5, 7, 10, 21, 35]","[4, 12, 17]",,"[4, 5, 7, 10, 12, 17, 21, 35]",[35],"[4, 5, 7, 10, 12, 17, 21]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.4,0.7272727272727273,0.5636363636363637,0.33333333333333337,0.8,0.6666666666666666,0.7333333333333334,0.5161290322580645,0.6666666666666665,0.5714285714285715,0.6190476190476191,0.24,,,0.7142857142857143,,
40,SF,9,"[2, 3, 4, 17, 24, 25, 31, 36]","[2, 3, 24, 25]","[4, 17, 31, 36]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[2, 3, 4, 6, 12, 17, 24, 25, 31, 33, 36]","[2, 3, 4, 17, 24, 25, 31, 36]",[],,"[2, 3, 4, 5, 9, 11, 12, 13, 16, 17, 22, 23, 25, 31, 33, 34, 37, 39]",[],[],,"[2, 4, 17, 25, 31, 36]",[],[],,"[1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]","[2, 3, 4, 24, 25, 31]","[17, 36]",,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 24, 25, 28, 31, 32, 35, 36]","[2, 3, 4, 17, 24, 25, 31]",[36],,"[2, 3, 4, 17, 24, 25, 31, 36]","[2, 24, 25]","[3, 4, 17, 31, 36]",,0.8421052631578948,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8571428571428571,0.888888888888889,0.873015873015873,0.24390243902439024,0.8,0.6666666666666666,0.7333333333333334,0.48484848484848486,0.7272727272727273,0.4,0.5636363636363637,0.46153846153846156,,,0.8571428571428571,,
40,SF,10,"[8, 21, 22, 23, 24, 30, 31, 39]","[8, 22, 23, 24]","[21, 30, 31, 39]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[8, 21, 22, 23, 24, 30, 31, 39]","[8, 21, 22, 23, 24, 30, 31, 39]",[],,"[1, 5, 7, 8, 9, 11, 13, 14, 15, 17, 18, 19, 23, 24, 26, 29, 30, 33, 34, 35, 36, 37]",[],[],,"[21, 30, 31, 39]",[],[],,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20, 21, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[8, 21, 22, 23, 24, 30, 31, 39]",[],,"[8, 17, 21, 22, 23, 24, 27, 30, 31, 33, 35, 38, 39]","[8, 21, 22, 23, 24, 39]","[30, 31]",,"[8, 21, 22, 23, 24, 30, 31, 39]","[8, 22, 24]","[21, 23, 30, 31, 39]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8571428571428571,0.888888888888889,0.873015873015873,0.25,0.6666666666666666,0.0,0.3333333333333333,0.761904761904762,0.8,0.6666666666666666,0.7333333333333334,0.26666666666666666,,,0.6666666666666666,,
40,SF,11,"[6, 11, 12, 15, 19, 21, 24, 27]","[6, 11, 15, 27]","[12, 19, 21, 24]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[6, 11, 12, 15, 19, 21, 24, 27, 34, 35]","[6, 11, 12, 15, 19, 21, 24, 27]",[],,"[6, 14, 15, 18, 20, 21, 22, 25, 28, 30, 31, 33, 34, 36, 39]",[],[],,"[6, 11, 12, 15, 19, 21, 24, 27]",[],[],,"[1, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 31, 34, 37, 39]","[6, 11, 15, 19, 21, 27]","[12, 24]",,"[6, 11, 12, 15, 17, 19, 20, 21, 22, 23, 24, 27, 34, 35, 36]","[6, 11, 12, 15, 19, 27]","[21, 24]",,"[6, 11, 12, 15, 19, 21, 24, 27]",[],"[6, 11, 12, 15, 19, 21, 24, 27]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.48484848484848486,0.8,0.6666666666666666,0.7333333333333334,0.6956521739130436,0.8,0.6666666666666666,0.7333333333333334,0.26086956521739135,,,1.0,,
